Variables=z,U
0	1.08421e-19	
0.01019	-0.0150295	
0.0203799	-0.0294674	
0.0305699	-0.0433793	
0.0407598	-0.0568615	
0.0509498	-0.0700538	
0.0611397	-0.0830285	
0.0713297	-0.0958853	
0.0815196	-0.1087	
0.0917096	-0.121539	
0.1019	-0.134448	
0.112089	-0.147453	
0.122279	-0.16057	
0.132469	-0.173771	
0.142659	-0.187018	
0.152849	-0.200237	
0.163039	-0.213346	
0.173229	-0.22621	
0.183419	-0.238706	
0.193609	-0.250712	
0.203799	-0.261986	
0.213989	-0.272458	
0.224179	-0.281936	
0.234369	-0.290214	
0.244559	-0.29727	
0.254749	-0.302866	
0.264939	-0.306966	
0.275129	-0.309586	
0.285319	-0.310485	
0.295509	-0.309861	
0.305699	-0.307703	
0.315889	-0.303967	
0.326079	-0.298895	
0.336269	-0.292492	
0.346458	-0.284907	
0.356648	-0.27634	
0.366838	-0.266826	
0.377028	-0.256595	
0.387218	-0.245775	
0.397408	-0.234449	
0.407598	-0.222792	
0.417788	-0.210884	
0.427978	-0.198818	
0.438168	-0.186677	
0.448358	-0.174516	
0.458548	-0.162383	
0.468738	-0.150307	
0.478928	-0.13832	
0.489118	-0.126421	
0.499308	-0.114617	
0.509498	-0.102909	
0.519688	-0.0912781	
0.529878	-0.0797199	
0.540068	-0.0682162	
0.550258	-0.0567495	
0.560448	-0.0453066	
0.570637	-0.033869	
0.580827	-0.0224237	
0.591017	-0.0109552	
0.601207	0.000544539	
0.611397	0.0120861	
0.621587	0.0236765	
0.631777	0.0353154	
0.641967	0.0470093	
0.652157	0.058752	
0.662347	0.070538	
0.672537	0.0823642	
0.682727	0.0942151	
0.692917	0.106079	
0.703107	0.11794	
0.713297	0.129779	
0.723487	0.141573	
0.733677	0.153298	
0.743867	0.164935	
0.754057	0.17644	
0.764247	0.1878	
0.774437	0.198984	
0.784626	0.209946	
0.794816	0.220685	
0.805006	0.231163	
0.815196	0.241375	
0.825386	0.251347	
0.835576	0.261099	
0.845766	0.27075	
0.855956	0.280459	
0.866146	0.290573	
0.876336	0.30151	
0.886526	0.313993	
0.896716	0.329157	
0.906906	0.348045	
0.917096	0.372844	
0.927286	0.405366	
0.937476	0.447258	
0.947666	0.502266	
0.957856	0.57024	
0.968046	0.652111	
0.978236	0.747138	
0.988426	0.850684	
0.998616	0.95574	

