Variables=z,u
0.00429061	-0.0058319
0.0128847	-0.0252801
0.0214627	-0.0349978
0.0343409	-0.0563857
0.0472063	-0.0699892
0.0572242	-0.0874892
0.07295	-0.104981
0.0858251	-0.124422
0.100124	-0.141916
0.114426	-0.161356
0.124444	-0.178856
0.137316	-0.196351
0.150184	-0.211901
0.161629	-0.229399
0.173068	-0.243004
0.188797	-0.262442
0.200241	-0.27994
0.215961	-0.293539
0.227396	-0.305199
0.23168	-0.307138
0.240258	-0.316856
0.257395	-0.324615
0.268811	-0.324598
0.287368	-0.328462
0.303062	-0.326492
0.314462	-0.316745
0.327296	-0.310887
0.338699	-0.303086
0.350096	-0.291392
0.362919	-0.279696
0.380015	-0.262156
0.388557	-0.250466
0.397106	-0.242669
0.407073	-0.229031
0.418473	-0.219284
0.432714	-0.201747
0.445528	-0.184213
0.452644	-0.172526
0.462617	-0.162781
0.472584	-0.149143
0.483977	-0.135503
0.498218	-0.117967
0.509618	-0.108219
0.522433	-0.090685
0.539524	-0.0711983
0.553766	-0.053662
0.565159	-0.0400222
0.576559	-0.0302746
0.587943	-0.0107965
0.59934	0.000897215
0.61216	0.0145392
0.620703	0.0262286
0.6321	0.0379223
0.644914	0.0554565
0.660586	0.0710488
0.670552	0.0846865
0.683366	0.102221
0.697611	0.117811
0.710428	0.133399
0.723249	0.147041
0.736069	0.160683
0.748886	0.176271
0.765982	0.193811
0.771677	0.201604
0.781643	0.215242
0.794464	0.228884
0.803013	0.236681
0.81298	0.250319
0.82438	0.260066
0.838621	0.277603
0.852875	0.287355
0.859991	0.299042
0.869964	0.308787
0.87993	0.322425
0.892744	0.339959
0.901281	0.355541
0.909817	0.371122
0.91693	0.384756
0.922596	0.410064
0.926848	0.427585
0.92967	0.44705
0.935349	0.464574
0.941016	0.489882
0.943838	0.509347
0.94808	0.532707
0.952313	0.561905
0.955135	0.58137
0.95653	0.600833
0.959352	0.620298
0.96076	0.631977
0.963569	0.659227
0.967805	0.686479
0.9692	0.705942
0.972022	0.725407
0.973417	0.74487
0.976239	0.764336
0.97764	0.779907
0.981854	0.820781
0.983249	0.840244
0.986048	0.873332
0.988864	0.89669
0.991641	0.943401
0.991679	0.920047
0.998721	0.976495
